birthdate,playerjerseyname,def,longshots,volleys,contractvaliduntil,balance,shotpower,defensiveawareness,height,longpassing,standingtackle,crossing,nationality,status,gender,curve,slidingtackle,gkreflexes,finishing,surname,lastnameid,leaguename,aggression,gkpositioning,sprintspeed,headingaccuracy,fullNameForSearch,reactions,ranking,overall_rating,phy,penalties,strength,skillmoves,stamina,weakfootabilitytypecode,ballcontrol,gkhandling,acceleration,pac,teamid,hasphoto,dri,potential,pas,weight,preferredfoot,freekickaccuracy,vision,leagueid,sho,agility,firstname,playerjerseynameid,composure,jumping,gkkicking,preferredposition1label,defensiveworkrate,dribbling,preferredposition1,positioning,attackingworkrate,preferredposition3,iteration,preferredposition2,preferredposition2label,preferredposition4,gkdiving,firstnameid,interceptions,shortpassing,teamname,primaryKey
9/21/1995 0:00,McCabe,81,68,69,2023,85,66,86,164,80,79,87,25,published,1,78,75,6,69,McCabe,22496,England Barclays WSL (1),95,13,82,76,Katie McCabe,78,59,84,83,76,73,3,93,3,80,14,84,83,116009,True,81,85,81,55,2,75,72,2216,69,84,Katie,22496,85,80,13,LB,0,80,7,86,2,8,fifa-23-womens-sep30-2,27,LW,-1,8,17635,81,84,Arsenal,265239
8/5/1991 0:00,van de Donk,62,76,69,2023,88,74,55,160,81,68,74,34,published,1,79,61,10,78,van de Donk,37305,France Division 1 Feminine (1),87,11,78,56,Danielle van de Donk,83,59,84,72,78,63,4,77,3,88,9,81,79,116033,True,87,84,81,54,1,69,84,2218,77,86,Danielle,37305,84,68,17,CAM,2,87,18,83,2,-1,fifa-23-womens-sep30-2,14,CM,-1,15,7921,65,84,Olympique Lyonnais,233751
6/20/1995 0:00,Weir,74,85,70,2024,88,86,75,172,80,80,73,42,published,1,78,63,15,78,Weir,35403,International Women,62,8,69,60,Caroline Weir,83,59,84,61,61,51,4,83,3,84,14,68,69,113984,True,83,85,83,60,2,80,86,2136,80,67,Caroline,35403,85,52,8,CM,2,85,14,82,2,-1,fifa-23-womens-sep30-2,-1,,-1,13,5927,74,89,Scotland Women,245879
2/19/2000 0:00,Baltimore,58,71,62,2024,91,67,52,156,83,66,91,18,published,1,90,59,12,73,Baltimore,3205,France Division 1 Feminine (1),58,10,84,37,Sandy Baltimore,79,59,84,68,74,71,4,74,2,88,12,93,88,116034,True,85,90,87,62,2,68,90,2218,71,81,Sandy,3205,81,41,13,LW,0,85,27,82,2,-1,fifa-23-womens-sep30-2,-1,,-1,8,30010,63,88,Paris Saint-Germain,261733
4/29/1998 0:00,Engen,82,77,65,2023,81,73,81,177,84,85,75,36,published,1,70,83,8,73,Engen,10106,International Women,85,14,75,70,Ingrid Syrstad Engen,84,59,84,84,59,83,3,89,3,85,14,78,76,113007,True,81,89,82,65,1,65,85,2136,73,70,Ingrid Syrstad,10106,84,70,12,CM,2,81,14,78,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,11,15112,84,87,Norway Women,242896
5/18/1989 0:00,Le Sommer.D,43,84,84,2023,82,87,42,161,69,40,77,18,published,1,81,33,14,86,Le Sommer,19530,France Division 1 Feminine (1),59,12,75,87,Eugenie Le Sommer,85,59,84,71,85,75,4,70,5,88,9,74,75,116033,True,86,84,80,58,1,70,83,2218,86,80,Eugenie,44225,81,88,13,LW,2,87,27,89,0,-1,fifa-23-womens-sep30-2,25,ST,-1,17,10390,33,86,Olympique Lyonnais,227331
4/29/1983 0:00,Lindahl,46,15,14,2027,68,60,29,179,16,17,18,46,published,1,13,16,86,16,Lindahl,20082,International Women,24,85,44,14,Hedvig Lindahl,84,59,84,85,25,57,1,44,3,20,75,47,85,113008,True,86,84,80,74,1,17,60,2136,75,36,Hedvig,20082,70,72,80,GK,0,17,0,17,0,-1,fifa-23-womens-sep30-2,-1,,-1,85,13901,24,23,Sweden Women,226978
8/4/1988 0:00,O'Hara,84,64,58,2027,78,73,85,165,66,86,81,95,published,1,59,86,8,65,O'Hara,25314,International Women,62,12,81,78,Kelley O'Hara,83,59,84,73,58,76,3,78,3,78,11,79,80,113009,True,76,84,69,55,1,40,50,2136,65,84,Kelley,25314,86,60,15,LB,2,71,7,53,0,-1,fifa-23-womens-sep30-2,3,RB,-1,14,17803,79,80,United States Women,226318
6/12/1983 0:00,Sinclair,40,87,87,2027,67,90,42,175,84,19,82,70,published,1,70,16,8,89,Sinclair,31384,International Women,67,12,66,85,Christine Sinclair,88,59,84,80,86,87,4,78,4,88,9,63,65,113000,True,85,84,84,67,1,76,88,2136,89,76,Christine,31384,93,76,7,LW,0,85,27,88,2,18,fifa-23-womens-sep30-2,25,ST,-1,17,6696,56,87,Canada Women,226359
1/3/1999 0:00,Stanway,66,83,68,2025,83,75,57,162,82,76,66,14,published,1,67,58,8,80,Stanway,31955,International Women,65,10,82,47,Georgia Stanway,85,59,84,61,85,48,4,83,3,84,8,84,83,113002,True,86,92,81,58,1,75,84,2136,79,82,Georgia,31955,69,69,15,CM,0,91,14,79,2,-1,fifa-23-womens-sep30-2,-1,,-1,12,12144,77,90,England Women,243404
4/5/1997 0:00,Greboval,86,67,38,2023,66,74,87,168,69,87,71,18,published,1,70,82,15,45,Greboval,12905,France Division 1 Feminine (1),87,7,68,86,Thea Greboval,83,59,84,80,64,82,2,68,3,73,14,65,67,116035,True,65,87,73,61,2,77,59,2218,56,52,Thea,12782,69,86,11,CB,0,59,5,49,0,-1,fifa-23-womens-sep30-2,7,LB,-1,14,33297,86,83,Paris FC,241546
4/18/1992 0:00,Marozsan,57,83,88,2023,68,89,55,171,80,49,89,21,published,1,92,53,12,78,Marozsan,21951,France Division 1 Feminine (1),73,9,76,61,Dzsenifer Marozsan,80,59,84,75,90,79,5,72,4,89,10,78,77,116033,True,86,84,87,67,1,90,85,2218,82,80,Dzsenifer,21950,86,67,15,CAM,0,89,18,80,2,-1,fifa-23-womens-sep30-2,14,CM,-1,8,9446,71,88,Olympique Lyonnais,226308
10/9/1992 0:00,S. Mewis,77,80,63,2027,65,81,76,183,83,78,78,95,published,1,64,70,12,75,Mewis,22928,International Women,71,15,68,77,Sam Mewis,84,59,84,85,76,89,4,92,4,86,17,70,69,113009,True,80,84,82,63,1,57,83,2136,77,59,Sam,29572,83,66,17,CM,0,82,14,79,2,-1,fifa-23-womens-sep30-2,10,CDM,-1,12,29874,79,89,United States Women,226338
11/12/1997 0:00,Schüller,33,76,73,2023,75,77,24,173,59,26,61,21,published,1,78,27,9,91,Schüller,30478,International Women,55,11,87,86,Lea Schüller,88,59,84,67,76,69,4,73,3,84,13,88,87,113004,True,80,89,68,60,1,60,68,2136,84,78,Lea,30478,74,69,14,ST,1,79,25,92,0,-1,fifa-23-womens-sep30-2,-1,,-1,16,19535,31,76,Germany Women,244302
7/29/1989 0:00,Asllani,46,78,85,2027,89,77,66,166,78,28,72,46,published,1,81,30,12,80,Asllani,2551,International Women,44,11,79,62,Kosovare Asllani,80,59,84,55,88,50,4,71,4,87,12,80,79,113008,True,87,84,80,58,1,78,84,2136,80,88,Kosovare,2551,77,67,7,CAM,0,89,18,82,0,25,fifa-23-womens-sep30-2,14,CM,-1,12,18570,45,84,Sweden Women,226987
10/9/1990 0:00,Berger,42,6,6,2024,40,60,9,180,20,10,8,21,published,1,12,10,82,7,Berger,3875,England Barclays WSL (1),19,81,49,15,Ann-Katrin Berger,82,59,84,81,35,67,1,29,3,14,83,37,85,116010,True,82,84,80,63,1,11,39,2216,83,38,Ann-Katrin,3875,58,60,80,GK,0,11,0,9,0,-1,fifa-23-womens-sep30-2,-1,,-1,85,2029,10,24,Chelsea,258310
5/13/1993 0:00,Dahlkemper,86,66,38,2025,89,62,88,170,81,86,73,95,published,1,72,84,14,46,Dahlkemper,7739,International Women,83,14,73,83,Abby Dahlkemper,89,59,84,84,70,84,2,86,3,67,9,68,71,113009,True,69,84,76,60,1,67,73,2136,55,56,Abby,7739,74,76,14,CB,2,68,5,69,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,226,85,79,United States Women,236641
12/6/1991 0:00,Daly,66,75,75,2025,67,84,69,167,70,68,79,14,published,1,77,65,17,89,Daly,7797,England Barclays WSL (1),54,9,78,78,Rachel Daly,87,59,84,73,72,77,3,81,3,90,9,80,79,116015,True,83,84,76,62,1,54,83,2216,84,72,Rachel,7797,70,76,14,ST,2,84,25,90,0,7,fifa-23-womens-sep30-2,18,CAM,-1,12,27938,52,77,Aston Villa,235657
11/12/1990 0:00,Franch,44,14,12,2025,59,56,11,175,38,19,17,95,published,1,14,20,82,13,Franch,11346,International Women,28,88,46,16,Adrianna Franch,69,59,84,88,42,43,1,44,2,15,88,43,82,113009,True,82,84,75,70,1,15,14,2136,88,61,Adrianna,11346,49,80,75,GK,0,16,0,13,0,-1,fifa-23-womens-sep30-2,-1,,-1,82,562,23,23,United States Women,232077
1/28/1995 0:00,Frohms,47,7,7,2025,44,57,6,175,29,9,9,21,published,1,11,11,84,8,Frohms,11484,International Women,20,85,57,10,Merle Frohms,80,59,84,85,18,71,1,29,3,20,81,40,85,113004,True,84,87,76,60,1,10,31,2136,81,61,Merle,11484,44,79,76,GK,0,8,0,7,0,-1,fifa-23-womens-sep30-2,-1,,-1,85,22859,18,28,Germany Women,247789
6/28/1988 0:00,S. Schmidt,80,80,65,2027,71,76,78,172,85,87,75,70,published,1,75,73,8,78,Schmidt,30388,International Women,68,16,53,63,Sophie Schmidt,84,59,84,73,76,72,4,77,5,85,10,52,53,113000,True,80,84,82,66,1,78,85,2136,77,65,Sophie,29593,82,74,9,CM,0,81,14,81,2,5,fifa-23-womens-sep30-2,10,CDM,-1,11,31751,85,85,Canada Women,227405
3/19/1985 0:00,Seger,82,77,73,2027,56,81,82,176,89,79,68,46,published,1,67,80,12,77,Seger,30554,International Women,80,17,51,86,Caroline Seger,84,59,84,77,69,77,4,79,3,82,8,47,49,113008,True,78,84,82,62,1,64,87,2136,77,69,Caroline,30554,87,60,14,CM,0,79,14,79,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,15,5927,84,89,Sweden Women,226975
1/22/1994 0:00,Vaysse,81,63,56,2023,68,63,83,163,77,87,59,18,published,1,67,82,13,61,Vaysse,34512,France Division 1 Feminine (1),92,7,63,42,Sophie Vaysse,82,59,84,78,52,69,2,87,3,78,5,58,61,116035,True,69,85,74,56,1,48,76,2218,61,61,Sophie,34512,75,59,13,CDM,0,63,10,57,0,-1,fifa-23-womens-sep30-2,14,CM,-1,7,31751,86,86,Paris FC,264981
1/17/1993 0:00,Ilestedt,87,36,35,2023,43,51,88,178,70,89,58,46,published,1,51,86,14,41,Ilestedt,15006,France Division 1 Feminine (1),83,7,77,85,Amanda Ilestedt,79,59,84,78,58,78,2,72,3,74,9,64,71,116034,True,63,85,65,65,1,52,46,2218,42,37,Amanda,15006,79,90,9,CB,0,60,5,26,0,-1,fifa-23-womens-sep30-2,-1,,-1,15,1662,85,82,Paris Saint-Germain,226979
4/29/1993 0:00,Neville,86,67,68,2025,74,65,86,171,73,86,81,14,published,1,69,85,12,74,Neville,24723,England Barclays WSL (1),80,13,79,83,Ashleigh Neville,76,59,84,83,59,84,3,81,3,77,9,79,79,116011,True,79,84,73,64,1,58,72,2216,70,68,Ashleigh,24723,83,91,15,RB,2,83,3,79,2,7,fifa-23-womens-sep30-2,12,RM,-1,5,2525,90,72,Tottenham Hotspur,265252
12/8/2000 0:00,Nnadozie,44,9,7,2023,42,59,21,180,22,13,12,133,published,1,14,10,88,11,Nnadozie,25017,France Division 1 Feminine (1),35,85,52,12,Chiamaka Nnadozie,79,59,84,85,13,61,1,36,3,21,79,39,85,116035,True,88,89,79,68,1,13,53,2218,79,48,Chiamaka,25017,38,71,79,GK,0,17,0,11,0,-1,fifa-23-womens-sep30-2,-1,,-1,85,6523,22,29,Paris FC,246641
8/12/2001 0:00,Pina,41,80,61,2023,69,82,26,165,70,48,77,45,published,1,76,42,12,88,Pina Medina,27127,International Women,52,13,76,69,Claudia Pina Medina,86,89,83,61,68,61,3,68,3,88,13,77,76,113012,True,80,93,84,59,1,75,87,2136,83,68,Claudia,27126,65,62,6,LW,0,80,27,85,2,25,fifa-23-womens-sep30-2,18,CAM,-1,6,6852,37,94,Spain Women,262531
7/19/1998 0:00,Cuthbert,68,78,65,2023,87,77,45,163,78,86,84,42,published,1,76,82,14,77,Cuthbert,7497,England Barclays WSL (1),60,7,83,56,Erin Cuthbert,79,89,83,63,66,52,4,85,3,82,7,82,83,116010,True,80,89,81,60,1,74,82,2216,76,62,Erin,7497,83,68,5,RM,0,81,12,82,2,23,fifa-23-womens-sep30-2,14,CM,-1,12,10220,72,82,Chelsea,245882
3/7/1993 0:00,Earps,32,13,12,2023,40,62,11,173,29,15,13,14,published,1,14,14,82,10,Earps,9568,England Barclays WSL (1),31,82,27,7,Mary Earps,81,89,83,82,26,63,1,38,3,20,81,35,83,116012,True,82,85,82,68,1,12,68,2216,81,29,Mary,9568,35,62,82,GK,0,12,0,10,0,-1,fifa-23-womens-sep30-2,-1,,-1,83,22099,14,31,Manchester United,247504
4/6/1992 0:00,Hendrich,85,27,30,2024,61,62,87,173,75,85,71,21,published,1,70,84,9,34,Hendrich,13997,International Women,81,9,84,82,Kathrin Hendrich,86,89,83,77,56,70,2,87,3,79,10,77,81,113004,True,73,83,71,55,1,33,54,2136,40,69,Kathrin,13997,72,76,13,CB,0,70,5,59,0,-1,fifa-23-womens-sep30-2,3,RB,-1,13,17633,85,85,Germany Women,226375
1/17/1995 0:00,Janssen,83,75,47,2024,68,77,81,174,76,84,73,34,published,1,74,88,16,77,Janssen,15875,International Women,85,15,86,84,Dominique Janssen,85,89,83,82,72,80,2,86,5,81,15,83,85,113011,True,77,84,78,67,1,81,70,2136,74,71,Dominique,15875,78,78,16,CB,0,75,5,63,0,-1,fifa-23-womens-sep30-2,7,LB,-1,17,8996,82,85,Holland Women,233756
4/8/1997 0:00,Walsh,80,33,40,2025,71,45,84,168,88,84,67,14,published,1,53,79,8,38,Walsh,35198,International Women,74,8,66,66,Keira Walsh,79,89,83,73,55,67,3,85,3,80,9,66,66,113002,True,75,89,79,60,1,48,79,2136,40,64,Keira,35198,83,70,10,CDM,2,73,10,51,0,-1,fifa-23-womens-sep30-2,14,CM,-1,16,17783,73,91,England Women,242830
4/15/1999 0:00,Bourdieu,36,85,75,2023,85,84,34,165,59,34,64,18,published,1,71,30,11,88,Bourdieu,4757,France Division 1 Feminine (1),53,9,79,70,Mathilde Bourdieu,79,89,83,73,71,82,3,72,4,87,12,86,82,116035,True,82,88,71,67,1,69,71,2218,85,73,Mathilde,4757,80,63,8,ST,0,80,25,86,2,-1,fifa-23-womens-sep30-2,-1,,-1,7,22242,26,80,Paris FC,264968
2/15/1992 0:00,A.Butel,85,34,36,2023,55,59,87,167,71,87,53,18,published,1,49,83,14,35,Butel,5341,France Division 1 Feminine (1),89,13,67,82,Annaig Butel,82,89,83,77,49,72,2,76,3,75,10,66,67,116035,True,65,83,65,53,1,44,54,2218,41,53,Annaig,141,79,88,10,CB,2,59,5,44,0,-1,fifa-23-womens-sep30-2,-1,,-1,8,2036,82,80,Paris FC,227357
1/26/1994 0:00,Catley,79,60,56,2024,74,68,80,171,77,77,84,195,published,1,75,74,8,73,Catley,6090,England Barclays WSL (1),66,9,89,76,Steph Catley,78,89,83,75,54,75,3,83,2,82,8,83,86,116009,True,78,83,78,60,2,75,60,2216,67,82,Steph,6090,82,77,15,LB,2,75,7,70,2,-1,fifa-23-womens-sep30-2,16,LM,-1,14,32030,82,86,Arsenal,227119
11/3/1996 0:00,Gilles,85,32,25,2025,77,68,89,170,70,89,25,70,published,1,38,82,12,25,Gilles,12326,France Division 1 Feminine (1),83,14,62,82,Vanessa Gilles,75,89,83,81,38,88,2,64,3,68,10,61,62,116033,True,55,87,53,60,1,35,32,2218,37,42,Vanessa,12326,64,84,9,CB,0,43,5,50,2,-1,fifa-23-womens-sep30-2,-1,,-1,8,34421,76,78,Olympique Lyonnais,247513
4/17/1990 0:00,Hegering,84,29,37,2026,64,42,86,170,78,86,32,21,published,1,30,82,11,58,Hegering,13921,International Women,84,12,75,86,Marina Hegering,81,89,83,77,58,75,2,72,3,78,14,72,74,113004,True,70,83,60,59,1,30,42,2136,48,68,Marina,13921,83,85,7,CB,0,63,5,49,2,-1,fifa-23-womens-sep30-2,-1,,-1,12,21864,78,86,Germany Women,248715
12/8/1992 0:00,Nobbs,69,84,66,2023,85,73,69,160,80,77,80,14,published,1,83,57,17,79,Nobbs,25030,England Barclays WSL (1),58,16,75,50,Jordan Nobbs,83,89,83,63,66,57,4,77,3,85,14,82,78,116009,True,83,83,83,52,1,75,84,2216,78,80,Jordan,25030,83,68,13,CM,2,83,14,85,2,-1,fifa-23-womens-sep30-2,27,LW,-1,9,16600,74,86,Arsenal,227257
2/15/1991 0:00,K. Robles,82,77,60,2024,80,69,84,163,71,84,78,83,published,1,82,83,11,50,Robles,28891,International Women,75,12,78,64,Kenti Robles,80,89,83,81,72,78,3,92,2,76,11,83,80,113010,True,74,83,72,59,1,78,60,2136,61,74,Kenti,17152,72,77,10,RB,0,71,3,61,2,-1,fifa-23-womens-sep30-2,-1,,-1,10,17849,82,74,Mexico Women,227466
7/16/1995 0:00,Sheridan,27,17,11,2025,46,56,18,176,26,14,13,70,published,1,13,13,84,10,Sheridan,31026,International Women,26,79,30,17,Kailen Sheridan,80,89,83,79,25,70,1,38,2,17,82,25,85,113000,True,84,86,75,72,1,15,32,2136,82,46,Kailen,31026,33,53,75,GK,0,14,0,7,0,-1,fifa-23-womens-sep30-2,-1,,-1,85,17275,13,29,Canada Women,237673
9/2/1999 0:00,Toone,52,77,75,2025,84,83,43,163,70,57,76,14,published,1,70,56,8,80,Toone,33612,England Barclays WSL (1),38,9,81,69,Ella Toone,82,89,83,65,59,65,5,84,3,82,11,85,83,116012,True,85,91,78,57,1,56,83,2216,79,67,Ella,33612,84,77,8,CAM,0,92,18,86,2,27,fifa-23-womens-sep30-2,25,ST,-1,7,9945,45,83,Manchester United,263011
4/19/1993 0:00,Walti,83,66,65,2023,73,69,81,167,80,88,65,47,published,1,73,88,14,56,Walti,35827,England Barclays WSL (1),72,6,84,69,Lia Walti,75,89,83,74,65,70,4,85,5,82,11,87,85,116009,True,81,83,77,56,1,49,79,2216,63,81,Lia,35827,64,72,10,CDM,2,84,10,80,2,5,fifa-23-womens-sep30-2,14,CM,-1,7,19979,83,86,Arsenal,265240
12/25/1990 0:00,Bachmann,52,86,68,2023,80,77,53,162,63,51,79,47,published,1,74,41,13,83,Bachmann,2980,France Division 1 Feminine (1),77,15,74,58,Ramona Bachmann,87,89,83,74,67,77,3,68,3,86,14,79,76,116034,True,83,83,77,59,1,63,85,2218,81,79,Ramona,2980,75,58,13,RW,0,82,23,88,2,-1,fifa-23-womens-sep30-2,27,LW,-1,5,28175,56,80,Paris Saint-Germain,264892
9/7/1993 0:00,Greenwood,84,54,43,2023,70,67,85,168,89,84,75,14,published,1,70,79,14,64,Greenwood,12791,England Barclays WSL (1),89,15,73,83,Alex Greenwood,76,89,83,82,88,75,2,90,3,84,10,71,72,116017,True,77,83,79,62,2,78,59,2216,62,65,Alex,12791,86,89,12,CB,2,75,5,47,0,-1,fifa-23-womens-sep30-2,7,LB,-1,12,1364,84,90,Manchester City,227254
10/15/1997 0:00,Morroni,80,41,44,2024,86,47,78,158,72,83,85,18,published,1,67,79,9,39,Morroni,23717,France Division 1 Feminine (1),67,10,85,65,Perle Morroni,83,89,83,67,49,62,2,77,2,82,8,82,84,116033,True,72,88,75,53,2,43,63,2218,43,75,Perle,23717,75,70,13,LB,0,62,7,58,0,-1,fifa-23-womens-sep30-2,-1,,-1,5,26877,85,83,Olympique Lyonnais,256095
3/22/1993 0:00,Leila,82,67,30,2024,72,59,85,172,76,81,80,45,published,1,70,81,16,51,Ouahabi El Ouahabi,25966,England Barclays WSL (1),55,13,75,78,Leila Ouahabi El Ouahabi,80,89,83,72,48,76,3,79,3,84,7,76,75,116017,True,70,83,73,61,2,48,47,2216,55,69,Leila,19707,69,62,15,LB,0,60,7,62,2,-1,fifa-23-womens-sep30-2,-1,,-1,15,19707,79,86,Manchester City,233150
3/17/1992 0:00,Peyraud-Magnin,47,11,9,2024,44,62,15,175,24,14,13,18,published,1,17,15,85,11,Peyraud-Magnin,26984,International Women,24,82,40,11,Pauline Peyraud-Magnin,80,89,83,82,12,43,1,34,2,22,81,51,81,113003,True,85,83,82,57,2,15,31,2136,81,58,Pauline,26984,38,52,82,GK,0,14,0,10,0,-1,fifa-23-womens-sep30-2,-1,,-1,81,26548,19,29,France Women,246178
7/31/1987 0:00,Scott,80,58,28,2027,81,69,82,157,78,83,58,70,published,1,45,74,15,42,Scott,30487,International Women,90,10,66,68,Desiree Scott,79,89,83,85,55,85,3,84,3,80,17,67,66,113000,True,73,83,72,62,1,38,74,2136,51,63,Desiree,30487,80,69,16,CDM,2,68,10,60,1,-1,fifa-23-womens-sep30-2,14,CM,-1,13,8482,82,85,Canada Women,227410
4/16/1993 0:00,Glas,81,61,32,2023,66,62,80,172,73,83,80,46,published,1,55,80,7,65,Glas,12432,International Women,71,16,84,79,Hanna Glas,83,89,83,74,44,72,2,83,3,77,17,82,83,113008,True,72,83,73,64,1,37,67,2136,60,75,Hanna,12432,75,70,11,RB,0,68,3,38,0,5,fifa-23-womens-sep30-2,2,RWB,-1,10,13627,83,81,Sweden Women,239791
4/23/1990 0:00,Jakobsson,39,75,81,2027,65,72,58,174,73,19,84,46,published,1,76,17,10,85,Jakobsson,15764,International Women,54,7,87,69,Sofia Jakobsson,84,89,83,69,74,66,3,91,3,84,10,81,84,113008,True,81,83,76,62,1,58,75,2136,80,67,Sofia,15764,77,46,10,RM,2,83,12,83,2,27,fifa-23-womens-sep30-2,25,ST,-1,9,31604,38,76,Sweden Women,226973
5/29/1990 0:00,Spitse,80,86,78,2025,70,88,75,167,89,82,86,34,published,1,91,87,11,67,Spitse,31885,International Women,76,8,70,60,Sherida Spitse,76,89,83,79,87,80,3,83,3,78,16,69,70,113011,True,73,83,84,61,1,87,76,2136,76,69,Sherida,31885,88,62,7,CDM,2,69,10,64,0,-1,fifa-23-womens-sep30-2,14,CM,-1,16,31025,90,84,Holland Women,233747
8/21/1991 0:00,Škorvankova,69,77,63,2023,77,75,71,163,84,69,69,43,published,1,71,58,15,71,Škorvankova,37650,France Division 1 Feminine (1),72,11,63,58,Dominika Škorvankova,81,114,82,69,63,61,3,86,3,81,10,55,59,116037,True,80,82,81,60,1,59,87,2218,73,67,Dominika,37650,83,59,14,CM,0,81,14,80,0,-1,fifa-23-womens-sep30-2,-1,,-1,14,8995,78,87,Montpellier HSC,265841
5/25/1994 0:00,Blundell,82,43,43,2023,75,61,84,163,77,82,79,14,published,1,63,80,12,56,Blundell,4387,England Barclays WSL (1),69,11,74,75,Hannah Blundell,78,114,82,68,54,62,2,79,4,78,14,73,74,116012,True,72,82,73,54,1,62,48,2216,55,64,Hannah,4387,78,73,5,LB,0,69,7,74,2,-1,fifa-23-womens-sep30-2,3,RB,-1,13,13628,81,84,Manchester United,247797
1/11/1998 0:00,De Almeida,86,26,31,2024,66,45,86,174,70,88,64,18,published,1,45,85,9,24,De Almeida,8117,France Division 1 Feminine (1),82,9,66,82,Elisa De Almeida,81,114,82,73,34,70,2,68,2,75,9,61,64,116034,True,62,86,65,61,1,28,47,2218,30,45,Elisa,8117,69,85,11,CB,2,54,5,36,0,-1,fifa-23-womens-sep30-2,3,RB,-1,13,9928,84,83,Paris Saint-Germain,253469
1/15/1998 0:00,Kelly,44,75,71,2025,82,71,45,168,70,38,79,14,published,1,71,38,12,76,Kelly,17804,England Barclays WSL (1),35,6,90,50,Chloe Kelly,83,114,82,52,61,53,4,60,3,85,8,90,90,116017,True,85,88,76,58,1,60,82,2216,74,90,Chloe,17804,80,62,14,RW,0,84,23,80,0,-1,fifa-23-womens-sep30-2,12,RM,-1,10,6604,51,77,Manchester City,257001
9/25/1994 0:00,Koivisto,84,42,57,2023,71,63,84,168,65,86,73,17,published,1,60,84,14,68,Koivisto,18413,England Barclays WSL (1),74,13,73,78,Emma Koivisto,81,114,82,77,70,75,3,84,4,68,11,80,76,116343,True,65,82,68,60,1,58,64,2216,62,73,Emma,18413,78,77,8,RB,0,58,3,80,2,-1,fifa-23-womens-sep30-2,7,LB,-1,6,10056,83,70,Liverpool,265286
1/21/1999 0:00,Lehmann,62,74,68,2023,57,79,54,165,60,68,81,47,published,1,74,67,6,75,Lehmann,19695,England Barclays WSL (1),65,14,79,58,Alisha Lehmann,83,114,82,64,80,55,4,82,4,83,7,81,80,116015,True,83,89,76,55,1,76,81,2216,76,83,Alisha,19695,72,65,12,RW,2,88,23,83,2,-1,fifa-23-womens-sep30-2,-1,,-1,14,1479,64,78,Aston Villa,265311
6/28/2000 0:00,Malard,38,78,71,2023,67,75,34,171,71,40,78,18,published,1,73,32,7,82,Malard,21460,France Division 1 Feminine (1),52,15,78,68,Melvine Malard,78,114,82,67,68,72,4,67,4,85,14,83,80,116033,True,83,89,77,62,1,63,79,2218,79,82,Melvine,21460,77,74,9,LW,0,85,27,82,2,-1,fifa-23-womens-sep30-2,25,ST,-1,15,22771,29,81,Olympique Lyonnais,258706
12/23/1995 0:00,Maritz,81,63,60,2024,79,62,82,165,78,81,85,47,published,1,77,79,13,53,Maritz,21896,England Barclays WSL (1),80,6,78,76,Noelle Maritz,77,114,82,72,60,68,3,75,4,74,9,76,77,116009,True,72,85,78,58,1,44,68,2216,58,81,Noelle,21896,84,71,7,RB,2,67,3,67,2,-1,fifa-23-womens-sep30-2,7,LB,-1,14,25151,82,84,Arsenal,265243
8/25/1998 0:00,Pacheco,79,47,51,2023,61,63,82,164,74,77,85,14,published,1,70,78,12,45,Pacheco,26139,England Barclays WSL (1),90,8,83,74,Mayumi Pacheco,78,114,82,76,67,64,3,89,3,81,14,80,82,116015,True,82,89,74,55,2,69,63,2216,51,87,Mayumi,26139,65,76,6,LB,0,87,7,63,0,-1,fifa-23-womens-sep30-2,-1,,-1,15,22422,79,75,Aston Villa,265319
2/5/1994 0:00,Petermann,43,82,79,2027,55,79,45,175,52,38,58,21,published,1,69,33,10,86,Petermann,26926,France Division 1 Feminine (1),63,16,69,89,Lena Petermann,81,114,82,78,90,81,4,82,3,82,16,77,73,116037,True,76,82,65,65,1,66,68,2218,84,67,Lena,26926,82,87,9,ST,0,75,25,87,0,-1,fifa-23-womens-sep30-2,-1,,-1,17,19765,30,73,Montpellier HSC,227734
5/15/1987 0:00,Sembrant,83,27,24,2023,58,37,85,175,77,82,28,46,published,1,23,80,15,32,Sembrant,30621,International Women,82,8,73,85,Linda Sembrant,84,114,82,80,55,78,2,87,4,84,15,73,73,113008,True,75,82,59,67,2,46,47,2136,33,64,Linda,30621,73,64,15,CB,0,72,5,35,0,-1,fifa-23-womens-sep30-2,14,CM,-1,14,20081,82,84,Sweden Women,226991
8/31/1996 0:00,Snoeijs,44,80,75,2024,65,79,43,172,73,41,65,34,published,1,64,36,10,87,Snoeijs,31572,England Barclays WSL (1),48,15,82,73,Katja Snoeijs,79,114,82,69,75,70,3,82,3,85,11,78,80,116016,True,80,85,75,62,1,60,74,2216,83,72,Katja,31572,81,76,16,ST,0,81,25,87,0,-1,fifa-23-womens-sep30-2,-1,,-1,9,17639,38,85,Everton,244059
10/17/1986 0:00,Bouhaddi,53,18,16,2023,54,56,12,175,27,18,15,18,published,1,17,15,83,13,Bouhaddi,4728,France Division 1 Feminine (1),25,83,52,13,Sarah Bouhaddi,83,114,82,83,54,67,1,34,1,28,74,54,82,116034,True,83,82,75,68,1,21,62,2218,74,69,Sarah,4728,35,62,75,GK,0,17,0,17,0,-1,fifa-23-womens-sep30-2,-1,,-1,82,30166,22,29,Paris Saint-Germain,227313
